role,task,run_id,parent,source_children,finite_children,published_unique_edges,status_target_children,status_certified_invalid_children,unknown_status_children,unregistered_missing_slots,validity_dominance_edges,certified_relations,unresolved_relations,source_pair_capacity,published_coverage,certified_coverage,coverage_gain,lost_relation_recovery
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__8d98960a727e4417adace90cad30f9f9,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__8e72b78b63b14224a0661c7d374373cb,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__8efea6e6ef8f4bf19b1e346f9329e3dd,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__96396a3ae67042f0a9c327f6df6be265,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__971f9a17bb5e4b4b9501013ea6a54997,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0807.jsonl:7,whale-categorization-playground__989ca6ab7b694dedb412558f3c477800,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__98ab4969c82643c69660e97fee7362c4,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__9a9c715eb2e348fb9a71ad6ccd96b8ed,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__9b9ed07bc3ad4e328d309daed94642f9,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__9bfc646b3e92473abc4a439004f06e16,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__9d4efc482f9e4f9f8f6d2ca5429b0d90,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0807.jsonl:7,whale-categorization-playground__9da2b6b9bf584bc0a10555341299dc11,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__a2135096de2d4f8fb30c63d334ee3949,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__a590b9794a4e4f8eb81418a1a4a0f656,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ab43098d8a5a4035b805ef678c36e1d6,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ac7d1b9ef21d4283a5530f637a2fbe3a,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ad2136dbbead41cfa9ebc92711952b4c,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ae0e34ca756f4b18b764867e6179f113,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ae2253c5c5d449a9b21d744cfec9a5e7,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ae3d926865784509bb3b13af77770bf4,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__b0493f565138463aafeaeb70fab4a951,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__b0cc0e28a1fe425db53c7575904c084c,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__b1df67f4f4a64dafa3ee81b8bd39e2cc,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__b463a5a0e46e40e98f172722ddbd773a,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__b545f3813ede4abd879da0e8f69211d9,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__b5f45d2ce23f47daa9f0b15d70b3001e,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__b90628e666304e37aae1d7b746c71421,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__b92c93cacc844022a9d871920d866397,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ba8ac320ad124069b9e9998009555bdc,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__bb043766a1ce4bee98601fe0d881a310,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__bc838ff752d7447cabd684084c136dd3,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__bd9fe2cb573d4bd1bd064db704f7cbba,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__be9997ce046c40e79a439efcb096b400,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__bf174c2f4eff4590908c29bd5a2c568e,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0807.jsonl:7,whale-categorization-playground__c4a90a89608a45c4a7096783b53322f0,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__c9d2f7d235184239b400c9bd6ca6100e,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__cb0c2ec82524444487348cbb37a7bb34,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__cb570752437e4bb899c87815ea386af6,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__cccef55e09f8494fadffea60943b11d6,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__cd39c9cf81b94a5a8e8067f342bf8dfc,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__d153ce2adc8b499593db4d5b6365bbdd,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__d441d0b746ca40319480c1ed893f6bc8,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__d680ede94cf745f7b76cbe532f6d7738,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__d857858d40744045aa5c098c69e82f9e,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__da793cf6a10f4ee4941ebf4e0f41268e,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__db2b789a634140eb9cf589d7c2129fee,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__dbe2f8961cff49c1bdb2c4cc68e38eaa,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__dc5aedbfd7604a6fa291de2d5083c0e2,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__dceb348fbcc2437b8ecbcdafe2814bca,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__dec549705ed44b07998655d761c6c9e7,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__e0df68c7489247bb8afdc8f86eed83fa,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__e39ffada64df4d14bea9a05339eb8314,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__e4743354370f499b98cfe92e1a73edcd,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__e73cf1950d924f7081de1d0f4c90cb33,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__e79031de4aa848979580f3f56062658f,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ebbf2ea7f23c4254a112a07bde60228b,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__eca2e9a63768474e8f28540f7c4cc1a9,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__eca94b45c45c404da21b9d2397db3154,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ed02ee28a897427f9164aaf8e3bcf4b0,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ed8059d36498448683e38e49ef8cc98d,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ef9c4f011ec94aec9b5a148b8d6cc5b2,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__f0b7d52c7e4a4541bbd3136d080284de,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__f0be474d6c084f35a3c2a36f36c8deb1,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__f3e3d72b74ef4739b6992dcb26de7130,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__f44d79fd83614ae38949628a9e3f775b,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__f7fc8646cdf349768c151fc4c9ed959e,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__f8d22f66deb848768d460a7f2cb96adc,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__f9b758a9917041a7b0a8b7b89e421274,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__fab1fd4e62184424a34a13e182acd36b,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__fc2abfdd4b004c3fb5b9401f65848e5b,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__fcd27491f8cb4f58a2e6293baac19390,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__fdddc49ca71647528ab0cce114ee3cb1,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__fec6d86a7a4942418751d8056a9102ee,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__fecfe234a1ab4b8f8567c08b9b0f67ff,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
frozen,whale-categorization-playground,cards_senior_0808.jsonl:4,whale-categorization-playground__ff73b3ca28af4e8bb46eb13304fc57f0,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__140c27c2e4b341c9b03f51ea22699acf,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__21115182d7e84c87b4ac30f86564e5c0,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__21ae5e4b86694abc8289e9e59853234e,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__2ab53c1b07b6494c9d21273e93221986,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__2de90454a9b042e8bd92ca940adc2d27,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__3fbca6a59d4343be9dab5ec4fb6e9f29,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__48766d9d76324783bbb968efee7f4bc3,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__497de083c10a4b85b1059533ebcbf7f4,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__4d31ce9769bf4519a0991a91a653707c,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__556f11b947c34f4893b2131620335447,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__5c27f9da52ee4712a25e8550992600ed,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__655f7310d8304de9a0544160c6a79151,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__6831ecf58f56434c8938af19042b2f7e,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__6a7edb0a239a40ae8ad686178aba8479,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__6d1100aa605b49ecb37d5fa124b826b8,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__6e50dba26b8449cfaae46ebf62dcaf96,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__783b8c062e8e42fcbe06f168c0d0e3f0,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__7b85b256036b48c684533b171d58c0f8,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__8943e625082941b9814062749ad18f76,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__916e6a623abd47ab9d1222e49a2a70b0,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__92c062f2f2214a2bb19a7af2c8cb9ade,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__9418dd34c2eb407294cc4aeaab4ea1d0,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__95a0f83ce1c841aeb9d50dd50933a497,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__9b2a494c3f794be58951a352a7eebb2e,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__a2ab264ed7ba43b98f9f47fe6413ce09,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__aae4d39a127e4aac8aa050959efbf367,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__c0d025a7c6984800a91d1ee98e541fcc,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__d6207c1efd3a4231b87230ffe1f5c48f,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__e0a859e44294459f9c9ee3355437e5b0,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__e5ed3e85e7424bfa9d73b72c5b4a94c3,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__eb3a671f15564d19a45452079516889c,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__eba0ae2f8c6e4ef59eb06809a7551fff,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0808.jsonl:14,aptos2019-blindness-detection__f2811fa445504df3bb3d5564186a066a,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,aptos2019-blindness-detection,cards_senior_0810.jsonl:16,aptos2019-blindness-detection__fb3c98c1011f44b58051b1f7388c5b8d,2,2,1,0,0,0,0,0,1,0,1,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:15,chaii-hindi-and-tamil-question-answering__00cb279dbe6a453a8ca61d8cc73aecf5,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:17,chaii-hindi-and-tamil-question-answering__042ea255bcab40259724510b9bc6c19b,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_deepB2.jsonl:2,chaii-hindi-and-tamil-question-answering__04e02e2743ea41d99f9032aa320a6009,5,3,3,2,2,0,0,6,9,1,10,0.29999999999999999,0.90000000000000002,0.59999999999999998,0.8571428571428571
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:14,chaii-hindi-and-tamil-question-answering__074db4fdfc424a44a5a7fb33e03c0635,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:11,chaii-hindi-and-tamil-question-answering__09c2464a2de64a378ace6b4913378264,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:17,chaii-hindi-and-tamil-question-answering__115c604b1645493aafc7b70f7d1ef4f1,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:17,chaii-hindi-and-tamil-question-answering__11f666acc3ff437c90506a7330e840f9,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:12,chaii-hindi-and-tamil-question-answering__12233490b1ed47b8800a579fc82587af,3,2,1,1,1,0,0,2,3,0,3,0.33333333333333331,1,0.66666666666666663,1
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:15,chaii-hindi-and-tamil-question-answering__13b606e5f07a44dca6720732fb571618,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:17,chaii-hindi-and-tamil-question-answering__15bf82b679654e92ad1b13f290763a30,3,2,1,1,1,0,0,2,3,0,3,0.33333333333333331,1,0.66666666666666663,1
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:11,chaii-hindi-and-tamil-question-answering__19e7c8f48bea4e99b000c4ca852f34bc,3,2,1,1,1,0,0,2,3,0,3,0.33333333333333331,1,0.66666666666666663,1
train,chaii-hindi-and-tamil-question-answering,cards_deepB2.jsonl:0,chaii-hindi-and-tamil-question-answering__1be0fc2415f74c55b2a9ed30bb5ffd47,5,3,3,2,2,0,0,6,9,1,10,0.29999999999999999,0.90000000000000002,0.59999999999999998,0.8571428571428571
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:12,chaii-hindi-and-tamil-question-answering__1ce9213c6d304b73aa61667d564e3454,3,2,1,1,1,0,0,2,3,0,3,0.33333333333333331,1,0.66666666666666663,1
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:17,chaii-hindi-and-tamil-question-answering__21104254cc334291835449e910023abf,3,2,1,1,1,0,0,2,3,0,3,0.33333333333333331,1,0.66666666666666663,1
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:12,chaii-hindi-and-tamil-question-answering__22825cc6356d456ca602b51076471357,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:11,chaii-hindi-and-tamil-question-answering__22c4f0983cfc4a0ca166f9909d9c4a77,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:12,chaii-hindi-and-tamil-question-answering__2452fac6725242bc855d41ebd80feff2,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_deepB2.jsonl:2,chaii-hindi-and-tamil-question-answering__26563a713b70497391f6758541f78d3c,5,5,10,0,0,0,0,0,10,0,10,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_deepB2.jsonl:2,chaii-hindi-and-tamil-question-answering__27d1e402ecde41f58bb96eb3be369c56,5,5,10,0,0,0,0,0,10,0,10,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0728.jsonl:10,chaii-hindi-and-tamil-question-answering__2a62ca86205046faafc3954d669f8e06,5,3,3,2,2,0,0,6,9,1,10,0.29999999999999999,0.90000000000000002,0.59999999999999998,0.8571428571428571
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:11,chaii-hindi-and-tamil-question-answering__2c1f23a63f75456aa3a401d3e7601535,3,2,1,1,1,0,0,2,3,0,3,0.33333333333333331,1,0.66666666666666663,1
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:11,chaii-hindi-and-tamil-question-answering__2e435f89325641498e799472b4c6fa87,3,2,1,1,1,0,0,2,3,0,3,0.33333333333333331,1,0.66666666666666663,1
train,chaii-hindi-and-tamil-question-answering,cards_deepB2.jsonl:2,chaii-hindi-and-tamil-question-answering__2f348b91db4a494a912e518470ad945c,5,3,3,2,2,0,0,6,9,1,10,0.29999999999999999,0.90000000000000002,0.59999999999999998,0.8571428571428571
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:17,chaii-hindi-and-tamil-question-answering__2f94dd3cfbbc46699b502255e11f97b7,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:11,chaii-hindi-and-tamil-question-answering__2fdc1f705bfd42cbb9d1061672fbdf45,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:16,chaii-hindi-and-tamil-question-answering__37e85ef4466f47aca2f77fac56078048,3,2,1,0,0,0,1,0,1,2,3,0.33333333333333331,0.33333333333333331,0,0
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:17,chaii-hindi-and-tamil-question-answering__382e8200aaf34fb58c1b80d11701fec4,3,2,1,1,1,0,0,2,3,0,3,0.33333333333333331,1,0.66666666666666663,1
train,chaii-hindi-and-tamil-question-answering,cards_deepB2.jsonl:2,chaii-hindi-and-tamil-question-answering__38470414d54c4a7da3ec6176b06467ab,5,5,10,0,0,0,0,0,10,0,10,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:15,chaii-hindi-and-tamil-question-answering__3b96ff69d1c04374af2814961258f402,3,2,1,1,1,0,0,2,3,0,3,0.33333333333333331,1,0.66666666666666663,1
train,chaii-hindi-and-tamil-question-answering,cards_deepB2.jsonl:2,chaii-hindi-and-tamil-question-answering__3d18b9bf3a784821a11458e8f2e4ab39,5,5,10,0,0,0,0,0,10,0,10,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:17,chaii-hindi-and-tamil-question-answering__3e2c131d82f9476d87add5d4548e9350,3,3,3,0,0,0,0,0,3,0,3,1,1,0,
train,chaii-hindi-and-tamil-question-answering,cards_senior_0801.jsonl:12,chaii-hindi-and-tamil-question-answering__3fc47905f3dc49198b3f455b31f0eada,3,2,1,1,1,0,0,2,3,0,3,0.33333333333333331,1,0.66666666666666663,1
