task,model_family,release_run,model_token,temperature_token,timestamp,source_path,pairs,exact_ties,nonfinite_score_pairs,valid_nontie_predictions,valid_coverage,accuracy,pick_index0_rate,mean_confidence,ece10
plant-pathology-2020-fgvc7,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/plant-pathology-2020-fgvc7/report/alignment_plant-pathology-2020-fgvc7_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,15,0,0,15,1.0,0.4666666666666667,0.4,0.7246666666666667,0.33266666666666667
plant-pathology-2020-fgvc7,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/plant-pathology-2020-fgvc7/report/alignment_plant-pathology-2020-fgvc7_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,15,0,0,15,1.0,0.5333333333333333,0.4666666666666667,0.7219999999999999,0.23266666666666674
predict-volcanic-eruptions-ingv-oe,deepseek,1,deepseek-reasoner,0p0,20251206_132626,solutions_subset_50/predict-volcanic-eruptions-ingv-oe/report/alignment_predict-volcanic-eruptions-ingv-oe_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251206_132626.json,1213,0,0,1106,0.9117889530090684,0.4987633965375103,0.48553345388788427,0.6898824593128446,0.19440325497287153
predict-volcanic-eruptions-ingv-oe,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/predict-volcanic-eruptions-ingv-oe/report/alignment_predict-volcanic-eruptions-ingv-oe_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,1213,0,0,1083,0.8928276999175597,0.47815333882934874,0.4709141274238227,0.6902770083102537,0.21566943674976574
predict-volcanic-eruptions-ingv-oe,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/predict-volcanic-eruptions-ingv-oe/report/alignment_predict-volcanic-eruptions-ingv-oe_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,1213,0,0,1087,0.8961253091508656,0.49793899422918386,0.44250229990800366,0.6887580496780166,0.18553817847285753
predict-volcanic-eruptions-ingv-oe,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/predict-volcanic-eruptions-ingv-oe/report/alignment_predict-volcanic-eruptions-ingv-oe_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,1213,0,0,1213,1.0,0.5020610057708161,0.3437757625721352,0.7267106347897768,0.2246496290189609
predict-volcanic-eruptions-ingv-oe,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/predict-volcanic-eruptions-ingv-oe/report/alignment_predict-volcanic-eruptions-ingv-oe_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,1213,0,0,1212,0.9991755976916735,0.5028854080791426,0.33910891089108913,0.7256848184818472,0.22238448844884504
predict-volcanic-eruptions-ingv-oe,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/predict-volcanic-eruptions-ingv-oe/report/alignment_predict-volcanic-eruptions-ingv-oe_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,1213,0,0,1213,1.0,0.5103050288540808,0.3322341302555647,0.7256141797197037,0.21972794723825345
random-acts-of-pizza,deepseek,1,deepseek-reasoner,0p0,20251206_193938,solutions_subset_50/random-acts-of-pizza/report/alignment_random-acts-of-pizza_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251206_193938.json,1225,0,0,1074,0.876734693877551,0.5967346938775511,0.5009310986964618,0.6878119180633181,0.08725325884543368
random-acts-of-pizza,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/random-acts-of-pizza/report/alignment_random-acts-of-pizza_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,1225,0,0,1091,0.8906122448979592,0.5975510204081632,0.4922089825847846,0.6873968835930377,0.09867094408798907
random-acts-of-pizza,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/random-acts-of-pizza/report/alignment_random-acts-of-pizza_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,1225,0,0,1075,0.8775510204081632,0.6130612244897959,0.48186046511627906,0.6856279069767488,0.08479069767441498
random-acts-of-pizza,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/random-acts-of-pizza/report/alignment_random-acts-of-pizza_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,1224,0,0,1224,1.0,0.5294117647058824,0.40441176470588236,0.7095098039215707,0.18026143790849886
random-acts-of-pizza,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/random-acts-of-pizza/report/alignment_random-acts-of-pizza_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,1225,0,0,1225,1.0,0.5346938775510204,0.37142857142857144,0.7068816326530638,0.17284081632653228
random-acts-of-pizza,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/random-acts-of-pizza/report/alignment_random-acts-of-pizza_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,1225,0,0,1225,1.0,0.5232653061224489,0.36,0.7052408163265328,0.18251428571428685
spooky-author-identification,deepseek,1,deepseek-reasoner,0p0,20251206_193938,solutions_subset_50/spooky-author-identification/report/alignment_spooky-author-identification_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251206_193938.json,1220,0,0,1080,0.8852459016393442,0.6655737704918033,0.5064814814814815,0.6997222222222272,0.037314814814810186
spooky-author-identification,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/spooky-author-identification/report/alignment_spooky-author-identification_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,1220,0,0,1069,0.8762295081967213,0.6663934426229509,0.5304022450888681,0.6987839101964508,0.03442469597754467
spooky-author-identification,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/spooky-author-identification/report/alignment_spooky-author-identification_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,1220,0,0,1056,0.8655737704918033,0.648360655737705,0.5198863636363636,0.7003314393939439,0.06339962121211702
spooky-author-identification,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/spooky-author-identification/report/alignment_spooky-author-identification_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,1220,0,0,1220,1.0,0.7008196721311475,0.36475409836065575,0.7616721311475386,0.07636065573770212
spooky-author-identification,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/spooky-author-identification/report/alignment_spooky-author-identification_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,1220,0,0,1220,1.0,0.6967213114754098,0.3721311475409836,0.7608688524590151,0.08465573770491563
spooky-author-identification,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/spooky-author-identification/report/alignment_spooky-author-identification_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,1220,0,0,1219,0.9991803278688525,0.6778688524590164,0.36587366694011486,0.7601804757998327,0.10139458572600137
stanford-covid-vaccine,deepseek,1,deepseek-reasoner,0p0,20251207_111258,solutions_subset_50/stanford-covid-vaccine/report/alignment_stanford-covid-vaccine_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251207_111258.json,1222,0,0,1130,0.9247135842880524,0.6399345335515548,0.4982300884955752,0.7422566371681452,0.09977876106194437
stanford-covid-vaccine,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/stanford-covid-vaccine/report/alignment_stanford-covid-vaccine_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,1222,0,0,1122,0.9181669394435352,0.6546644844517185,0.5098039215686274,0.7437878787878832,0.08947415329767978
stanford-covid-vaccine,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/stanford-covid-vaccine/report/alignment_stanford-covid-vaccine_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,1222,0,0,1135,0.9288052373158756,0.648936170212766,0.5127753303964758,0.7416563876652039,0.09406167400880755
stanford-covid-vaccine,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/stanford-covid-vaccine/report/alignment_stanford-covid-vaccine_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,1221,0,0,1221,1.0,0.683046683046683,0.43243243243243246,0.7806224406224391,0.09757575757575505
stanford-covid-vaccine,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/stanford-covid-vaccine/report/alignment_stanford-covid-vaccine_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,1222,0,0,1222,1.0,0.6865793780687398,0.4500818330605565,0.7738461538461523,0.09821603927986583
stanford-covid-vaccine,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/stanford-covid-vaccine/report/alignment_stanford-covid-vaccine_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,1222,0,0,1222,1.0,0.6800327332242226,0.44353518821603927,0.7753764320785578,0.10765139116202642
statoil-iceberg-classifier-challenge,deepseek,1,deepseek-reasoner,0p0,20251207_125137,solutions_subset_50/statoil-iceberg-classifier-challenge/report/alignment_statoil-iceberg-classifier-challenge_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251207_125137.json,1223,0,0,1080,0.8830744071954211,0.6034341782502044,0.5074074074074074,0.6765740740740787,0.07564814814814404
statoil-iceberg-classifier-challenge,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/statoil-iceberg-classifier-challenge/report/alignment_statoil-iceberg-classifier-challenge_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,1223,0,0,1090,0.8912510220768601,0.5846279640228945,0.4935779816513762,0.6830458715596366,0.10383486238531696
statoil-iceberg-classifier-challenge,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/statoil-iceberg-classifier-challenge/report/alignment_statoil-iceberg-classifier-challenge_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,1223,0,0,1068,0.8732624693376942,0.5968928863450531,0.499063670411985,0.6795973782771576,0.07941011235954618
statoil-iceberg-classifier-challenge,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/statoil-iceberg-classifier-challenge/report/alignment_statoil-iceberg-classifier-challenge_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,1223,0,0,1223,1.0,0.6320523303352412,0.34341782502044155,0.7247833197056442,0.0980621422731019
statoil-iceberg-classifier-challenge,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/statoil-iceberg-classifier-challenge/report/alignment_statoil-iceberg-classifier-challenge_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,1223,0,0,1223,1.0,0.6238757154538022,0.3270645952575634,0.7242027800490608,0.10240392477514516
statoil-iceberg-classifier-challenge,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/statoil-iceberg-classifier-challenge/report/alignment_statoil-iceberg-classifier-challenge_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,1223,0,0,1223,1.0,0.6255110384300899,0.32542927228127555,0.7225020441537223,0.10148814390842448
tabular-playground-series-dec-2021,deepseek,1,deepseek-reasoner,0p0,20251207_133526,solutions_subset_50/tabular-playground-series-dec-2021/report/alignment_tabular-playground-series-dec-2021_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251207_133526.json,275,0,0,240,0.8727272727272727,0.3890909090909091,0.475,0.6937499999999995,0.2979166666666676
tabular-playground-series-dec-2021,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/tabular-playground-series-dec-2021/report/alignment_tabular-playground-series-dec-2021_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,275,0,0,223,0.8109090909090909,0.3890909090909091,0.45739910313901344,0.6852017937219733,0.2914798206278032
tabular-playground-series-dec-2021,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/tabular-playground-series-dec-2021/report/alignment_tabular-playground-series-dec-2021_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,275,0,0,218,0.7927272727272727,0.38181818181818183,0.4724770642201835,0.6823394495412844,0.29426605504587217
tabular-playground-series-dec-2021,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/tabular-playground-series-dec-2021/report/alignment_tabular-playground-series-dec-2021_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,275,0,0,275,1.0,0.44,0.4290909090909091,0.7520000000000001,0.3163636363636366
tabular-playground-series-dec-2021,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/tabular-playground-series-dec-2021/report/alignment_tabular-playground-series-dec-2021_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,275,0,0,275,1.0,0.4254545454545455,0.44363636363636366,0.7500363636363637,0.3282181818181823
tabular-playground-series-dec-2021,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/tabular-playground-series-dec-2021/report/alignment_tabular-playground-series-dec-2021_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,275,0,0,275,1.0,0.41454545454545455,0.41818181818181815,0.7512363636363635,0.3403272727272734
tensorflow-speech-recognition-challenge,deepseek,1,deepseek-reasoner,0p0,20251207_133526,solutions_subset_50/tensorflow-speech-recognition-challenge/report/alignment_tensorflow-speech-recognition-challenge_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251207_133526.json,1011,0,0,953,0.9426310583580614,0.5756676557863502,0.45750262329485836,0.6152465897166859,0.07321091290660983
tensorflow-speech-recognition-challenge,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/tensorflow-speech-recognition-challenge/report/alignment_tensorflow-speech-recognition-challenge_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,1011,0,0,966,0.9554896142433235,0.5806132542037586,0.453416149068323,0.6171325051759856,0.058229813664594954
tensorflow-speech-recognition-challenge,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/tensorflow-speech-recognition-challenge/report/alignment_tensorflow-speech-recognition-challenge_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,1011,0,0,940,0.9297725024727992,0.5934718100890207,0.4542553191489362,0.6196595744680865,0.04034042553191496
tensorflow-speech-recognition-challenge,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/tensorflow-speech-recognition-challenge/report/alignment_tensorflow-speech-recognition-challenge_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,1009,0,0,1009,1.0,0.5857284440039643,0.3875123885034688,0.733330029732407,0.15202180376610283
tensorflow-speech-recognition-challenge,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/tensorflow-speech-recognition-challenge/report/alignment_tensorflow-speech-recognition-challenge_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,1011,0,0,1011,1.0,0.5875370919881305,0.37091988130563797,0.7332047477744775,0.15120672601384544
tensorflow-speech-recognition-challenge,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/tensorflow-speech-recognition-challenge/report/alignment_tensorflow-speech-recognition-challenge_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,1011,0,0,1010,0.9990108803165183,0.579624134520277,0.3415841584158416,0.7322970297029678,0.15598019801979982
tgs-salt-identification-challenge,deepseek,1,deepseek-reasoner,0p0,20251207_133526,solutions_subset_50/tgs-salt-identification-challenge/report/alignment_tgs-salt-identification-challenge_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251207_133526.json,880,0,0,785,0.8920454545454546,0.5465909090909091,0.4789808917197452,0.6969426751592352,0.1532484076433098
tgs-salt-identification-challenge,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/tgs-salt-identification-challenge/report/alignment_tgs-salt-identification-challenge_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,880,0,0,743,0.8443181818181819,0.5352272727272728,0.47510094212651416,0.7014804845222055,0.15074024226110147
tgs-salt-identification-challenge,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/tgs-salt-identification-challenge/report/alignment_tgs-salt-identification-challenge_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,880,0,0,731,0.8306818181818182,0.5465909090909091,0.47606019151846785,0.6965253077975351,0.14478796169630412
tgs-salt-identification-challenge,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/tgs-salt-identification-challenge/report/alignment_tgs-salt-identification-challenge_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,880,0,0,880,1.0,0.5818181818181818,0.42727272727272725,0.7591477272727251,0.17732954545454255
tgs-salt-identification-challenge,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/tgs-salt-identification-challenge/report/alignment_tgs-salt-identification-challenge_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,880,0,0,880,1.0,0.5795454545454546,0.42272727272727273,0.7600227272727258,0.1814999999999967
tgs-salt-identification-challenge,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/tgs-salt-identification-challenge/report/alignment_tgs-salt-identification-challenge_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,880,0,0,880,1.0,0.575,0.42045454545454547,0.7598409090909067,0.18709090909090653
the-icml-2013-whale-challenge-right-whale-redux,deepseek,1,deepseek-reasoner,0p0,20251207_100407,solutions_subset_50/the-icml-2013-whale-challenge-right-whale-redux/report/alignment_the-icml-2013-whale-challenge-right-whale-redux_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251207_100407.json,275,0,0,259,0.9418181818181818,0.4763636363636364,0.5096525096525096,0.6339768339768321,0.1667953667953666
the-icml-2013-whale-challenge-right-whale-redux,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/the-icml-2013-whale-challenge-right-whale-redux/report/alignment_the-icml-2013-whale-challenge-right-whale-redux_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,275,0,0,254,0.9236363636363636,0.48363636363636364,0.48031496062992124,0.6321259842519674,0.16440944881889769
the-icml-2013-whale-challenge-right-whale-redux,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/the-icml-2013-whale-challenge-right-whale-redux/report/alignment_the-icml-2013-whale-challenge-right-whale-redux_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,275,0,0,253,0.92,0.48,0.4901185770750988,0.633636363636362,0.16288537549407078
the-icml-2013-whale-challenge-right-whale-redux,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/the-icml-2013-whale-challenge-right-whale-redux/report/alignment_the-icml-2013-whale-challenge-right-whale-redux_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,275,0,0,275,1.0,0.48,0.2581818181818182,0.6849090909090909,0.22658181818181858
the-icml-2013-whale-challenge-right-whale-redux,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/the-icml-2013-whale-challenge-right-whale-redux/report/alignment_the-icml-2013-whale-challenge-right-whale-redux_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,275,0,0,275,1.0,0.4763636363636364,0.32,0.6804,0.2100727272727277
the-icml-2013-whale-challenge-right-whale-redux,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/the-icml-2013-whale-challenge-right-whale-redux/report/alignment_the-icml-2013-whale-challenge-right-whale-redux_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,275,0,0,275,1.0,0.4618181818181818,0.32,0.679490909090909,0.24458181818181873
tweet-sentiment-extraction,deepseek,1,deepseek-reasoner,0p0,20251207_100407,solutions_subset_50/tweet-sentiment-extraction/report/alignment_tweet-sentiment-extraction_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251207_100407.json,210,0,0,191,0.9095238095238095,0.5,0.6073298429319371,0.643717277486912,0.16047120418848196
tweet-sentiment-extraction,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/tweet-sentiment-extraction/report/alignment_tweet-sentiment-extraction_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,210,0,0,177,0.8428571428571429,0.44285714285714284,0.6271186440677966,0.642372881355933,0.20169491525423755
tweet-sentiment-extraction,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/tweet-sentiment-extraction/report/alignment_tweet-sentiment-extraction_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,210,0,0,181,0.861904761904762,0.42857142857142855,0.585635359116022,0.6389502762430945,0.22569060773480706
tweet-sentiment-extraction,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/tweet-sentiment-extraction/report/alignment_tweet-sentiment-extraction_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,210,0,0,210,1.0,0.44761904761904764,0.5380952380952381,0.6597619047619052,0.21214285714285744
tweet-sentiment-extraction,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/tweet-sentiment-extraction/report/alignment_tweet-sentiment-extraction_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,210,0,0,210,1.0,0.47619047619047616,0.5190476190476191,0.6571428571428578,0.1809523809523812
tweet-sentiment-extraction,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/tweet-sentiment-extraction/report/alignment_tweet-sentiment-extraction_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,210,0,0,210,1.0,0.4142857142857143,0.5523809523809524,0.6573809523809535,0.24309523809523825
us-patent-phrase-to-phrase-matching,deepseek,1,deepseek-reasoner,0p0,20251207_100407,solutions_subset_50/us-patent-phrase-to-phrase-matching/report/alignment_us-patent-phrase-to-phrase-matching_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251207_100407.json,1223,0,0,1094,0.8945216680294358,0.7735077677841373,0.5091407678244972,0.7196526508226734,0.06471663619744512
us-patent-phrase-to-phrase-matching,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/us-patent-phrase-to-phrase-matching/report/alignment_us-patent-phrase-to-phrase-matching_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,1223,0,0,1127,0.9215044971381848,0.7620605069501226,0.5501330967169477,0.721925465838514,0.044551907719613634
us-patent-phrase-to-phrase-matching,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/us-patent-phrase-to-phrase-matching/report/alignment_us-patent-phrase-to-phrase-matching_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,1223,0,0,1126,0.9206868356500408,0.7571545380212592,0.5213143872113677,0.7213232682060435,0.037220248667854595
us-patent-phrase-to-phrase-matching,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/us-patent-phrase-to-phrase-matching/report/alignment_us-patent-phrase-to-phrase-matching_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,1223,0,0,1223,1.0,0.7424366312346689,0.43417825020441536,0.7493131643499601,0.042788225674570746
us-patent-phrase-to-phrase-matching,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/us-patent-phrase-to-phrase-matching/report/alignment_us-patent-phrase-to-phrase-matching_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,1223,0,0,1223,1.0,0.7465249386753884,0.4349959116925593,0.7533033524121002,0.045192150449712344
us-patent-phrase-to-phrase-matching,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/us-patent-phrase-to-phrase-matching/report/alignment_us-patent-phrase-to-phrase-matching_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,1223,0,0,1223,1.0,0.7465249386753884,0.4186426819296811,0.7510793131643495,0.044652493867538064
ventilator-pressure-prediction,deepseek,1,deepseek-reasoner,0p0,20251207_100407,solutions_subset_50/ventilator-pressure-prediction/report/alignment_ventilator-pressure-prediction_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251207_100407.json,1222,0,0,1081,0.8846153846153846,0.6669394435351882,0.5217391304347826,0.7302590194264593,0.06770582793709282
ventilator-pressure-prediction,deepseek,2,deepseek-reasoner,0p0,20251209_135057,solutions_subset_50/ventilator-pressure-prediction/report/alignment_ventilator-pressure-prediction_n2_data-both_deepseek-reasoner_0p0_pboost_cot_20251209_135057.json,1222,0,0,1102,0.9018003273322422,0.6702127659574468,0.5009074410163339,0.7255898366606197,0.05753176043556917
ventilator-pressure-prediction,deepseek,3,deepseek-reasoner,1p0,20251209_164656,solutions_subset_50/ventilator-pressure-prediction/report/alignment_ventilator-pressure-prediction_n2_data-both_deepseek-reasoner_1p0_pboost_cot_20251209_164656.json,1222,0,0,1104,0.9034369885433715,0.67430441898527,0.5036231884057971,0.7295289855072504,0.061684782608692756
ventilator-pressure-prediction,gpt,1,gpt-5_1,1p0,20251210_154406,solutions_subset_50/ventilator-pressure-prediction/report/alignment_ventilator-pressure-prediction_n2_data-both_gpt-5_1_1p0_pboost_cot_20251210_154406.json,1222,0,0,1222,1.0,0.5859247135842881,0.39689034369885434,0.7399590834697207,0.1587479541734859
ventilator-pressure-prediction,gpt,2,gpt-5_1,1p0,20251211_161746,solutions_subset_50/ventilator-pressure-prediction/report/alignment_ventilator-pressure-prediction_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_161746.json,1222,0,0,1222,1.0,0.5900163666121113,0.38461538461538464,0.7396972176759381,0.15362520458265064
ventilator-pressure-prediction,gpt,3,gpt-5_1,1p0,20251211_171620,solutions_subset_50/ventilator-pressure-prediction/report/alignment_ventilator-pressure-prediction_n2_data-both_gpt-5_1_1p0_pboost_cot_20251211_171620.json,1222,0,0,1222,1.0,0.5941080196399345,0.38870703764320785,0.7419394435351858,0.1478314238952526
