fold,task,arm,nodes,base_edges,augmentation_rows,unique_edges,components,largest_component_nodes,largest_component_share,normalized_algebraic_connectivity,augmentation_gap_bins
1,us-patent-phrase-to-phrase-matching,uniform_crossrun_control,672,336,330,666,58,528,0.7857142857142857,0.0,"{""2"": 1, ""3"": 1, ""5"": 5, ""6"": 10, ""7"": 251, ""8"": 62}"
1,whale-categorization-playground,uniform_crossrun_control,135,69,69,138,11,111,0.8222222222222222,0.0,"{""3"": 1, ""4"": 6, ""5"": 7, ""6"": 20, ""7"": 29, ""8"": 6}"
1,aptos2019-blindness-detection,tgca,34,17,0,17,17,2,0.058823529411764705,0.0,{}
1,chaii-hindi-and-tamil-question-answering,tgca,204,212,212,424,1,204,1.0,0.026545051817099197,"{""3"": 9, ""4"": 30, ""5"": 61, ""6"": 68, ""7"": 34, ""8"": 10}"
1,denoising-dirty-documents,tgca,202,189,189,378,1,202,1.0,0.021893418152987808,"{""0"": 8, ""1"": 4, ""2"": 25, ""3"": 49, ""4"": 41, ""5"": 21, ""6"": 34, ""7"": 7}"
1,dog-breed-identification,tgca,113,69,69,138,1,113,1.0,0.015001663005697346,"{""2"": 2, ""3"": 1, ""4"": 12, ""5"": 18, ""6"": 8, ""7"": 20, ""8"": 8}"
1,dogs-vs-cats-redux-kernels-edition,tgca,22,11,11,22,1,22,1.0,0.047614913921534316,"{""2"": 2, ""3"": 3, ""4"": 1, ""5"": 3, ""6"": 2}"
1,google-quest-challenge,tgca,72,36,36,72,1,72,1.0,0.005721773977692702,"{""3"": 1, ""4"": 10, ""5"": 10, ""6"": 11, ""7"": 4}"
1,histopathologic-cancer-detection,tgca,30,15,15,30,1,30,1.0,0.025462219451551416,"{""0"": 2, ""1"": 2, ""2"": 6, ""3"": 2, ""4"": 1, ""5"": 1, ""6"": 1}"
1,kuzushiji-recognition,tgca,18,9,8,17,1,18,1.0,0.037008002130198524,"{""5"": 2, ""6"": 2, ""7"": 2, ""8"": 2}"
1,leaf-classification,tgca,372,329,329,658,1,372,1.0,0.03473399759735015,"{""1"": 2, ""2"": 6, ""3"": 5, ""4"": 27, ""5"": 57, ""6"": 72, ""7"": 56, ""8"": 104}"
1,learning-agency-lab-automated-essay-scoring-2,tgca,63,48,48,96,1,63,1.0,0.05719328930632225,"{""0"": 2, ""2"": 1, ""3"": 8, ""4"": 14, ""5"": 17, ""6"": 5, ""8"": 1}"
1,mlsp-2013-birds,tgca,204,225,225,450,1,204,1.0,0.03515670879688254,"{""2"": 1, ""3"": 7, ""4"": 35, ""5"": 59, ""6"": 63, ""7"": 41, ""8"": 19}"
1,nomad2018-predict-transparent-conductors,tgca,148,170,170,340,1,148,1.0,0.006252489381678128,"{""0"": 4, ""1"": 17, ""2"": 45, ""3"": 47, ""4"": 31, ""5"": 9, ""6"": 9, ""7"": 8}"
1,petfinder-pawpularity-score,tgca,359,291,291,582,1,359,1.0,0.037761745742077045,"{""2"": 2, ""3"": 11, ""4"": 23, ""5"": 35, ""6"": 88, ""7"": 62, ""8"": 70}"
1,random-acts-of-pizza,tgca,608,454,454,908,1,608,1.0,0.024535252014580247,"{""0"": 8, ""1"": 10, ""2"": 29, ""3"": 76, ""4"": 172, ""5"": 89, ""6"": 50, ""7"": 20}"
1,spaceship-titanic,tgca,48,41,41,82,1,48,1.0,0.04610399325714698,"{""3"": 6, ""4"": 8, ""5"": 14, ""6"": 10, ""7"": 3}"
1,spooky-author-identification,tgca,783,645,645,1290,1,783,1.0,0.030122837927954508,"{""0"": 19, ""1"": 26, ""2"": 33, ""3"": 69, ""4"": 137, ""5"": 160, ""6"": 154, ""7"": 36, ""8"": 11}"
1,tabular-playground-series-dec-2021,tgca,48,27,27,54,1,48,1.0,0.02338532027786048,"{""0"": 6, ""1"": 3, ""2"": 6, ""3"": 1, ""4"": 4, ""7"": 2, ""8"": 5}"
1,tabular-playground-series-may-2022,tgca,91,76,76,152,1,91,1.0,0.024623214324614087,"{""0"": 1, ""2"": 6, ""3"": 14, ""4"": 19, ""5"": 10, ""6"": 5, ""7"": 19, ""8"": 2}"
1,text-normalization-challenge-english-language,tgca,34,17,17,34,1,34,1.0,0.015736063021120995,"{""0"": 1, ""1"": 1, ""2"": 5, ""3"": 6, ""4"": 2, ""5"": 1, ""6"": 1}"
1,text-normalization-challenge-russian-language,tgca,168,84,84,168,1,168,1.0,0.0008086298358918441,"{""0"": 17, ""1"": 12, ""2"": 23, ""3"": 17, ""4"": 5, ""5"": 1, ""6"": 6, ""7"": 3}"
1,tweet-sentiment-extraction,tgca,80,40,33,73,17,40,0.5,0.0,"{""1"": 1, ""2"": 5, ""3"": 10, ""4"": 10, ""5"": 1, ""6"": 2, ""7"": 3, ""8"": 1}"
1,us-patent-phrase-to-phrase-matching,tgca,672,336,330,666,63,548,0.8154761904761905,0.0,"{""0"": 15, ""1"": 18, ""2"": 36, ""3"": 58, ""4"": 71, ""5"": 82, ""6"": 39, ""7"": 6, ""8"": 5}"
1,whale-categorization-playground,tgca,135,69,69,138,1,135,1.0,0.00556691262409358,"{""1"": 1, ""2"": 2, ""3"": 6, ""4"": 14, ""5"": 13, ""6"": 14, ""7"": 18, ""8"": 1}"
2,aptos2019-blindness-detection,sibling_only,68,34,0,34,34,2,0.029411764705882353,0.0,{}
2,chaii-hindi-and-tamil-question-answering,sibling_only,288,324,0,324,97,5,0.017361111111111112,0.0,{}
2,denoising-dirty-documents,sibling_only,176,176,0,176,68,5,0.028409090909090908,0.0,{}
2,dog-breed-identification,sibling_only,123,83,0,83,56,5,0.04065040650406504,0.0,{}
2,dogs-vs-cats-redux-kernels-edition,sibling_only,14,7,0,7,7,2,0.14285714285714285,0.0,{}
2,google-quest-challenge,sibling_only,90,45,0,45,45,2,0.022222222222222223,0.0,{}
2,histopathologic-cancer-detection,sibling_only,92,46,0,46,46,2,0.021739130434782608,0.0,{}
2,kuzushiji-recognition,sibling_only,10,5,0,5,5,2,0.2,0.0,{}
2,leaf-classification,sibling_only,336,304,0,304,124,5,0.01488095238095238,0.0,{}
2,learning-agency-lab-automated-essay-scoring-2,sibling_only,58,44,0,44,24,3,0.05172413793103448,0.0,{}
2,mlsp-2013-birds,sibling_only,166,168,0,168,61,5,0.030120481927710843,0.0,{}
2,nomad2018-predict-transparent-conductors,sibling_only,163,187,0,187,54,5,0.03067484662576687,0.0,{}
2,petfinder-pawpularity-score,sibling_only,291,235,0,235,117,5,0.01718213058419244,0.0,{}
2,random-acts-of-pizza,sibling_only,400,264,0,264,180,5,0.0125,0.0,{}
2,spaceship-titanic,sibling_only,68,82,0,82,23,11,0.16176470588235295,0.0,{}
2,spooky-author-identification,sibling_only,941,781,0,781,358,4,0.004250797024442083,0.0,{}
2,tabular-playground-series-dec-2021,sibling_only,35,19,0,19,17,3,0.08571428571428572,0.0,{}
2,tabular-playground-series-may-2022,sibling_only,116,87,0,87,50,5,0.04310344827586207,0.0,{}
2,text-normalization-challenge-english-language,sibling_only,34,17,0,17,17,2,0.058823529411764705,0.0,{}
2,text-normalization-challenge-russian-language,sibling_only,168,84,0,84,84,2,0.011904761904761904,0.0,{}
2,tweet-sentiment-extraction,sibling_only,40,20,0,20,20,2,0.05,0.0,{}
2,us-patent-phrase-to-phrase-matching,sibling_only,666,333,0,333,333,2,0.003003003003003003,0.0,{}
2,whale-categorization-playground,sibling_only,127,65,0,65,63,3,0.023622047244094488,0.0,{}
2,aptos2019-blindness-detection,sibling_reweight_control,68,34,34,34,34,2,0.029411764705882353,0.0,"{""2"": 3, ""3"": 3, ""4"": 14, ""5"": 11, ""6"": 2, ""7"": 1}"
2,chaii-hindi-and-tamil-question-answering,sibling_reweight_control,288,324,324,324,97,5,0.017361111111111112,0.0,"{""1"": 1, ""3"": 11, ""4"": 43, ""5"": 89, ""6"": 110, ""7"": 50, ""8"": 20}"
2,denoising-dirty-documents,sibling_reweight_control,176,176,176,176,68,5,0.028409090909090908,0.0,"{""0"": 8, ""1"": 3, ""2"": 23, ""3"": 48, ""4"": 39, ""5"": 21, ""6"": 30, ""7"": 4}"
2,dog-breed-identification,sibling_reweight_control,123,83,83,83,56,5,0.04065040650406504,0.0,"{""2"": 2, ""3"": 1, ""4"": 13, ""5"": 20, ""6"": 10, ""7"": 24, ""8"": 13}"
2,dogs-vs-cats-redux-kernels-edition,sibling_reweight_control,14,7,7,7,7,2,0.14285714285714285,0.0,"{""2"": 1, ""3"": 2, ""4"": 1, ""5"": 2, ""6"": 1}"
2,google-quest-challenge,sibling_reweight_control,90,45,45,45,45,2,0.022222222222222223,0.0,"{""3"": 2, ""4"": 12, ""5"": 13, ""6"": 13, ""7"": 5}"
2,histopathologic-cancer-detection,sibling_reweight_control,92,46,46,46,46,2,0.021739130434782608,0.0,"{""0"": 5, ""1"": 5, ""2"": 11, ""3"": 11, ""4"": 9, ""5"": 3, ""6"": 1, ""8"": 1}"
2,kuzushiji-recognition,sibling_reweight_control,10,5,1,5,5,2,0.2,0.0,"{""7"": 1}"
2,leaf-classification,sibling_reweight_control,336,304,304,304,124,5,0.01488095238095238,0.0,"{""1"": 2, ""2"": 5, ""3"": 4, ""4"": 24, ""5"": 55, ""6"": 61, ""7"": 53, ""8"": 100}"
2,learning-agency-lab-automated-essay-scoring-2,sibling_reweight_control,58,44,44,44,24,3,0.05172413793103448,0.0,"{""0"": 2, ""3"": 8, ""4"": 16, ""5"": 13, ""6"": 4, ""8"": 1}"
2,mlsp-2013-birds,sibling_reweight_control,166,168,168,168,61,5,0.030120481927710843,0.0,"{""2"": 2, ""3"": 8, ""4"": 25, ""5"": 44, ""6"": 50, ""7"": 25, ""8"": 14}"
2,nomad2018-predict-transparent-conductors,sibling_reweight_control,163,187,187,187,54,5,0.03067484662576687,0.0,"{""0"": 4, ""1"": 19, ""2"": 50, ""3"": 50, ""4"": 37, ""5"": 9, ""6"": 10, ""7"": 8}"
2,petfinder-pawpularity-score,sibling_reweight_control,291,235,235,235,117,5,0.01718213058419244,0.0,"{""3"": 4, ""4"": 8, ""5"": 22, ""6"": 68, ""7"": 63, ""8"": 70}"
2,random-acts-of-pizza,sibling_reweight_control,400,264,264,264,180,5,0.0125,0.0,"{""0"": 6, ""1"": 6, ""2"": 20, ""3"": 44, ""4"": 104, ""5"": 51, ""6"": 28, ""7"": 5}"
2,spaceship-titanic,sibling_reweight_control,68,82,82,82,23,11,0.16176470588235295,0.0,"{""3"": 8, ""4"": 32, ""5"": 27, ""6"": 12, ""7"": 3}"
2,spooky-author-identification,sibling_reweight_control,941,781,781,781,358,4,0.004250797024442083,0.0,"{""0"": 22, ""1"": 33, ""2"": 66, ""3"": 101, ""4"": 172, ""5"": 178, ""6"": 148, ""7"": 47, ""8"": 14}"
2,tabular-playground-series-dec-2021,sibling_reweight_control,35,19,19,19,17,3,0.08571428571428572,0.0,"{""0"": 3, ""1"": 4, ""2"": 3, ""3"": 1, ""4"": 3, ""5"": 1, ""7"": 2, ""8"": 2}"
2,tabular-playground-series-may-2022,sibling_reweight_control,116,87,87,87,50,5,0.04310344827586207,0.0,"{""0"": 2, ""1"": 4, ""2"": 8, ""3"": 12, ""4"": 22, ""5"": 13, ""6"": 6, ""7"": 15, ""8"": 5}"
2,text-normalization-challenge-english-language,sibling_reweight_control,34,17,17,17,17,2,0.058823529411764705,0.0,"{""0"": 1, ""1"": 1, ""2"": 5, ""3"": 6, ""4"": 2, ""5"": 1, ""6"": 1}"
2,text-normalization-challenge-russian-language,sibling_reweight_control,168,84,84,84,84,2,0.011904761904761904,0.0,"{""0"": 22, ""1"": 9, ""2"": 24, ""3"": 18, ""4"": 2, ""5"": 1, ""6"": 5, ""7"": 3}"
2,tweet-sentiment-extraction,sibling_reweight_control,40,20,0,20,20,2,0.05,0.0,{}
2,us-patent-phrase-to-phrase-matching,sibling_reweight_control,666,333,324,333,333,2,0.003003003003003003,0.0,"{""0"": 15, ""1"": 23, ""2"": 35, ""3"": 57, ""4"": 66, ""5"": 80, ""6"": 38, ""7"": 5, ""8"": 5}"
2,whale-categorization-playground,sibling_reweight_control,127,65,65,65,63,3,0.023622047244094488,0.0,"{""1"": 1, ""2"": 1, ""3"": 5, ""4"": 11, ""5"": 11, ""6"": 16, ""7"": 19, ""8"": 1}"
2,aptos2019-blindness-detection,uniform_crossrun_control,68,34,34,68,4,60,0.8823529411764706,0.0,"{""2"": 1, ""3"": 5, ""4"": 3, ""5"": 7, ""6"": 18}"
2,chaii-hindi-and-tamil-question-answering,uniform_crossrun_control,288,324,324,648,2,285,0.9895833333333334,0.0,"{""1"": 1, ""3"": 4, ""4"": 9, ""5"": 25, ""6"": 53, ""7"": 62, ""8"": 170}"
2,denoising-dirty-documents,uniform_crossrun_control,176,176,176,352,1,176,1.0,0.07401419204031323,"{""0"": 3, ""1"": 3, ""2"": 15, ""3"": 27, ""4"": 58, ""5"": 28, ""6"": 31, ""7"": 11}"
2,dog-breed-identification,uniform_crossrun_control,123,83,83,166,5,115,0.9349593495934959,0.0,"{""4"": 3, ""5"": 5, ""6"": 17, ""7"": 31, ""8"": 27}"
2,dogs-vs-cats-redux-kernels-edition,uniform_crossrun_control,14,7,7,14,2,12,0.8571428571428571,0.0,"{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 2, ""5"": 2}"
2,google-quest-challenge,uniform_crossrun_control,90,45,45,90,7,76,0.8444444444444444,0.0,"{""4"": 3, ""5"": 5, ""6"": 22, ""7"": 13, ""8"": 2}"
2,histopathologic-cancer-detection,uniform_crossrun_control,92,46,46,92,9,76,0.8260869565217391,0.0,"{""0"": 2, ""1"": 4, ""2"": 8, ""3"": 4, ""4"": 12, ""5"": 7, ""6"": 8, ""8"": 1}"
2,kuzushiji-recognition,uniform_crossrun_control,10,5,1,6,4,4,0.4,0.0,"{""8"": 1}"
2,leaf-classification,uniform_crossrun_control,336,304,304,608,4,329,0.9791666666666666,0.0,"{""1"": 1, ""3"": 3, ""4"": 6, ""5"": 13, ""6"": 33, ""7"": 60, ""8"": 188}"
2,learning-agency-lab-automated-essay-scoring-2,uniform_crossrun_control,58,44,44,88,1,58,1.0,0.04246073070750367,"{""1"": 1, ""2"": 2, ""3"": 6, ""4"": 11, ""5"": 14, ""6"": 9, ""8"": 1}"
2,mlsp-2013-birds,uniform_crossrun_control,166,168,168,336,2,164,0.9879518072289156,0.0,"{""2"": 1, ""3"": 3, ""4"": 17, ""5"": 29, ""6"": 67, ""7"": 33, ""8"": 18}"
2,nomad2018-predict-transparent-conductors,uniform_crossrun_control,163,187,187,374,1,163,1.0,0.10854598344841367,"{""0"": 3, ""1"": 5, ""2"": 16, ""3"": 39, ""4"": 75, ""5"": 24, ""6"": 13, ""7"": 12}"
2,petfinder-pawpularity-score,uniform_crossrun_control,291,235,235,470,3,287,0.9862542955326461,0.0,"{""3"": 3, ""4"": 1, ""5"": 4, ""6"": 20, ""7"": 42, ""8"": 165}"
2,random-acts-of-pizza,uniform_crossrun_control,400,264,264,528,11,380,0.95,0.0,"{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 15, ""5"": 48, ""6"": 159, ""7"": 36}"
2,spaceship-titanic,uniform_crossrun_control,68,82,82,164,1,68,1.0,0.1405311649912497,"{""3"": 10, ""4"": 23, ""5"": 27, ""6"": 16, ""7"": 6}"
2,spooky-author-identification,uniform_crossrun_control,941,781,781,1562,7,926,0.9840595111583422,0.0,"{""1"": 1, ""2"": 4, ""3"": 13, ""4"": 59, ""5"": 202, ""6"": 335, ""7"": 139, ""8"": 28}"
2,tabular-playground-series-dec-2021,uniform_crossrun_control,35,19,19,38,2,33,0.9428571428571428,0.0,"{""0"": 1, ""2"": 5, ""3"": 3, ""4"": 6, ""5"": 2, ""7"": 1, ""8"": 1}"
2,tabular-playground-series-may-2022,uniform_crossrun_control,116,87,87,174,2,114,0.9827586206896551,0.0,"{""2"": 2, ""3"": 7, ""4"": 10, ""5"": 16, ""6"": 30, ""7"": 17, ""8"": 5}"
2,text-normalization-challenge-english-language,uniform_crossrun_control,34,17,17,34,3,28,0.8235294117647058,0.0,"{""1"": 1, ""2"": 4, ""3"": 5, ""4"": 4, ""5"": 3}"
2,text-normalization-challenge-russian-language,uniform_crossrun_control,168,84,84,168,17,122,0.7261904761904762,0.0,"{""0"": 4, ""1"": 8, ""2"": 17, ""3"": 13, ""4"": 29, ""5"": 2, ""6"": 9, ""7"": 2}"
2,tweet-sentiment-extraction,uniform_crossrun_control,40,20,0,20,20,2,0.05,0.0,{}
2,us-patent-phrase-to-phrase-matching,uniform_crossrun_control,666,333,324,657,63,518,0.7777777777777778,0.0,"{""2"": 1, ""3"": 2, ""4"": 3, ""5"": 2, ""6"": 5, ""7"": 241, ""8"": 70}"
2,whale-categorization-playground,uniform_crossrun_control,127,65,65,130,11,93,0.7322834645669292,0.0,"{""2"": 2, ""3"": 1, ""4"": 3, ""5"": 8, ""6"": 24, ""7"": 24, ""8"": 3}"
2,aptos2019-blindness-detection,tgca,68,34,34,68,1,68,1.0,0.007951528783463906,"{""2"": 3, ""3"": 3, ""4"": 14, ""5"": 11, ""6"": 2, ""7"": 1}"
2,chaii-hindi-and-tamil-question-answering,tgca,288,324,324,648,1,288,1.0,0.018423865772815278,"{""1"": 1, ""3"": 11, ""4"": 43, ""5"": 89, ""6"": 110, ""7"": 50, ""8"": 20}"
2,denoising-dirty-documents,tgca,176,176,176,352,1,176,1.0,0.027933037634276715,"{""0"": 8, ""1"": 3, ""2"": 23, ""3"": 48, ""4"": 39, ""5"": 21, ""6"": 30, ""7"": 4}"
2,dog-breed-identification,tgca,123,83,83,166,1,123,1.0,0.013078898842302246,"{""2"": 2, ""3"": 1, ""4"": 13, ""5"": 20, ""6"": 10, ""7"": 24, ""8"": 13}"
2,dogs-vs-cats-redux-kernels-edition,tgca,14,7,7,14,1,14,1.0,0.0982404255214881,"{""2"": 1, ""3"": 2, ""4"": 1, ""5"": 2, ""6"": 1}"
2,google-quest-challenge,tgca,90,45,45,90,1,90,1.0,0.0031605963418642087,"{""3"": 2, ""4"": 12, ""5"": 13, ""6"": 13, ""7"": 5}"
2,histopathologic-cancer-detection,tgca,92,46,46,92,1,92,1.0,0.005891370264958877,"{""0"": 5, ""1"": 5, ""2"": 11, ""3"": 11, ""4"": 9, ""5"": 3, ""6"": 1, ""8"": 1}"
2,kuzushiji-recognition,tgca,10,5,1,6,4,4,0.4,0.0,"{""7"": 1}"
2,leaf-classification,tgca,336,304,304,608,1,336,1.0,0.03327169658370591,"{""1"": 2, ""2"": 5, ""3"": 4, ""4"": 24, ""5"": 55, ""6"": 61, ""7"": 53, ""8"": 100}"
2,learning-agency-lab-automated-essay-scoring-2,tgca,58,44,44,88,1,58,1.0,0.06470106136243307,"{""0"": 2, ""3"": 8, ""4"": 16, ""5"": 13, ""6"": 4, ""8"": 1}"
2,mlsp-2013-birds,tgca,166,168,168,336,1,166,1.0,0.026632312776099554,"{""2"": 2, ""3"": 8, ""4"": 25, ""5"": 44, ""6"": 50, ""7"": 25, ""8"": 14}"
2,nomad2018-predict-transparent-conductors,tgca,163,187,187,374,1,163,1.0,0.007330603515224665,"{""0"": 4, ""1"": 19, ""2"": 50, ""3"": 50, ""4"": 37, ""5"": 9, ""6"": 10, ""7"": 8}"
2,petfinder-pawpularity-score,tgca,291,235,235,470,1,291,1.0,0.012239356471503947,"{""3"": 4, ""4"": 8, ""5"": 22, ""6"": 68, ""7"": 63, ""8"": 70}"
2,random-acts-of-pizza,tgca,400,264,264,528,1,400,1.0,0.0075971727369136596,"{""0"": 6, ""1"": 6, ""2"": 20, ""3"": 44, ""4"": 104, ""5"": 51, ""6"": 28, ""7"": 5}"
2,spaceship-titanic,tgca,68,82,82,164,1,68,1.0,0.013789085379553307,"{""3"": 8, ""4"": 32, ""5"": 27, ""6"": 12, ""7"": 3}"
2,spooky-author-identification,tgca,941,781,781,1562,1,941,1.0,0.013224036759496694,"{""0"": 22, ""1"": 33, ""2"": 66, ""3"": 101, ""4"": 172, ""5"": 178, ""6"": 148, ""7"": 47, ""8"": 14}"
2,tabular-playground-series-dec-2021,tgca,35,19,19,38,1,35,1.0,0.027925728299829956,"{""0"": 3, ""1"": 4, ""2"": 3, ""3"": 1, ""4"": 3, ""5"": 1, ""7"": 2, ""8"": 2}"
2,tabular-playground-series-may-2022,tgca,116,87,87,174,1,116,1.0,0.022718954041458118,"{""0"": 2, ""1"": 4, ""2"": 8, ""3"": 12, ""4"": 22, ""5"": 13, ""6"": 6, ""7"": 15, ""8"": 5}"
2,text-normalization-challenge-english-language,tgca,34,17,17,34,1,34,1.0,0.019805588043479674,"{""0"": 1, ""1"": 1, ""2"": 5, ""3"": 6, ""4"": 2, ""5"": 1, ""6"": 1}"
2,text-normalization-challenge-russian-language,tgca,168,84,84,168,1,168,1.0,0.0020490708412844944,"{""0"": 22, ""1"": 9, ""2"": 24, ""3"": 18, ""4"": 2, ""5"": 1, ""6"": 5, ""7"": 3}"
2,tweet-sentiment-extraction,tgca,40,20,0,20,20,2,0.05,0.0,{}
2,us-patent-phrase-to-phrase-matching,tgca,666,333,324,657,66,534,0.8018018018018018,0.0,"{""0"": 14, ""1"": 16, ""2"": 36, ""3"": 58, ""4"": 69, ""5"": 81, ""6"": 39, ""7"": 6, ""8"": 5}"
2,whale-categorization-playground,tgca,127,65,65,130,1,127,1.0,0.0017225787950031787,"{""1"": 1, ""2"": 1, ""3"": 5, ""4"": 11, ""5"": 11, ""6"": 16, ""7"": 19, ""8"": 1}"
3,aptos2019-blindness-detection,sibling_only,68,34,0,34,34,2,0.029411764705882353,0.0,{}
3,chaii-hindi-and-tamil-question-answering,sibling_only,208,216,0,216,73,5,0.02403846153846154,0.0,{}
3,denoising-dirty-documents,sibling_only,124,62,0,62,62,2,0.016129032258064516,0.0,{}
3,dog-breed-identification,sibling_only,111,74,0,74,51,5,0.04504504504504504,0.0,{}
3,dogs-vs-cats-redux-kernels-edition,sibling_only,12,6,0,6,6,2,0.16666666666666666,0.0,{}
3,google-quest-challenge,sibling_only,76,38,0,38,38,2,0.02631578947368421,0.0,{}
3,histopathologic-cancer-detection,sibling_only,72,36,0,36,36,2,0.027777777777777776,0.0,{}
3,kuzushiji-recognition,sibling_only,12,6,0,6,6,2,0.16666666666666666,0.0,{}
3,leaf-classification,sibling_only,388,349,0,349,145,5,0.01288659793814433,0.0,{}
3,learning-agency-lab-automated-essay-scoring-2,sibling_only,52,38,0,38,22,3,0.057692307692307696,0.0,{}
3,mlsp-2013-birds,sibling_only,165,183,0,183,58,5,0.030303030303030304,0.0,{}
3,nomad2018-predict-transparent-conductors,sibling_only,120,127,0,127,42,5,0.041666666666666664,0.0,{}
3,petfinder-pawpularity-score,sibling_only,476,400,0,400,185,5,0.01050420168067227,0.0,{}
3,random-acts-of-pizza,sibling_only,599,451,0,451,251,5,0.008347245409015025,0.0,{}
3,spaceship-titanic,sibling_only,48,61,0,61,16,11,0.22916666666666666,0.0,{}
3,spooky-author-identification,sibling_only,1067,883,0,883,408,4,0.0037488284910965324,0.0,{}
3,tabular-playground-series-dec-2021,sibling_only,35,19,0,19,17,3,0.08571428571428572,0.0,{}
3,tabular-playground-series-may-2022,sibling_only,138,115,0,115,57,5,0.036231884057971016,0.0,{}
3,text-normalization-challenge-english-language,sibling_only,34,17,0,17,17,2,0.058823529411764705,0.0,{}
3,text-normalization-challenge-russian-language,sibling_only,132,66,0,66,66,2,0.015151515151515152,0.0,{}
3,tweet-sentiment-extraction,sibling_only,40,20,0,20,20,2,0.05,0.0,{}
3,us-patent-phrase-to-phrase-matching,sibling_only,310,155,0,155,155,2,0.0064516129032258064,0.0,{}
3,whale-categorization-playground,sibling_only,107,55,0,55,53,3,0.028037383177570093,0.0,{}
3,aptos2019-blindness-detection,sibling_reweight_control,68,34,34,34,34,2,0.029411764705882353,0.0,"{""2"": 3, ""3"": 3, ""4"": 14, ""5"": 11, ""6"": 2, ""7"": 1}"
3,chaii-hindi-and-tamil-question-answering,sibling_reweight_control,208,216,216,216,73,5,0.02403846153846154,0.0,"{""1"": 1, ""3"": 8, ""4"": 18, ""5"": 52, ""6"": 78, ""7"": 45, ""8"": 14}"
3,denoising-dirty-documents,sibling_reweight_control,124,62,62,62,62,2,0.016129032258064516,0.0,"{""0"": 4, ""1"": 1, ""2"": 5, ""3"": 14, ""4"": 14, ""5"": 7, ""6"": 11, ""7"": 6}"
3,dog-breed-identification,sibling_reweight_control,111,74,74,74,51,5,0.04504504504504504,0.0,"{""3"": 1, ""4"": 12, ""5"": 20, ""6"": 7, ""7"": 22, ""8"": 12}"
3,dogs-vs-cats-redux-kernels-edition,sibling_reweight_control,12,6,6,6,6,2,0.16666666666666666,0.0,"{""2"": 1, ""3"": 2, ""5"": 2, ""6"": 1}"
3,google-quest-challenge,sibling_reweight_control,76,38,38,38,38,2,0.02631578947368421,0.0,"{""3"": 2, ""4"": 9, ""5"": 10, ""6"": 12, ""7"": 5}"
3,histopathologic-cancer-detection,sibling_reweight_control,72,36,36,36,36,2,0.027777777777777776,0.0,"{""0"": 4, ""1"": 4, ""2"": 5, ""3"": 11, ""4"": 9, ""5"": 2, ""8"": 1}"
3,kuzushiji-recognition,sibling_reweight_control,12,6,5,6,6,2,0.16666666666666666,0.0,"{""6"": 2, ""7"": 1, ""8"": 2}"
3,leaf-classification,sibling_reweight_control,388,349,349,349,145,5,0.01288659793814433,0.0,"{""1"": 2, ""2"": 5, ""3"": 5, ""4"": 28, ""5"": 58, ""6"": 75, ""7"": 64, ""8"": 112}"
3,learning-agency-lab-automated-essay-scoring-2,sibling_reweight_control,52,38,38,38,22,3,0.057692307692307696,0.0,"{""0"": 2, ""2"": 1, ""3"": 6, ""4"": 13, ""5"": 12, ""6"": 3, ""8"": 1}"
3,mlsp-2013-birds,sibling_reweight_control,165,183,183,183,58,5,0.030303030303030304,0.0,"{""2"": 1, ""3"": 5, ""4"": 34, ""5"": 53, ""6"": 51, ""7"": 30, ""8"": 9}"
3,nomad2018-predict-transparent-conductors,sibling_reweight_control,120,127,127,127,42,5,0.041666666666666664,0.0,"{""0"": 3, ""1"": 11, ""2"": 37, ""3"": 34, ""4"": 29, ""5"": 5, ""6"": 7, ""7"": 1}"
3,petfinder-pawpularity-score,sibling_reweight_control,476,400,400,400,185,5,0.01050420168067227,0.0,"{""2"": 2, ""3"": 15, ""4"": 24, ""5"": 53, ""6"": 122, ""7"": 95, ""8"": 89}"
3,random-acts-of-pizza,sibling_reweight_control,599,451,451,451,251,5,0.008347245409015025,0.0,"{""0"": 8, ""1"": 10, ""2"": 29, ""3"": 76, ""4"": 167, ""5"": 90, ""6"": 50, ""7"": 21}"
3,spaceship-titanic,sibling_reweight_control,48,61,61,61,16,11,0.22916666666666666,0.0,"{""3"": 4, ""4"": 31, ""5"": 21, ""6"": 4, ""7"": 1}"
3,spooky-author-identification,sibling_reweight_control,1067,883,883,883,408,4,0.0037488284910965324,0.0,"{""0"": 22, ""1"": 33, ""2"": 71, ""3"": 111, ""4"": 192, ""5"": 210, ""6"": 182, ""7"": 49, ""8"": 13}"
3,tabular-playground-series-dec-2021,sibling_reweight_control,35,19,19,19,17,3,0.08571428571428572,0.0,"{""0"": 5, ""1"": 2, ""2"": 5, ""4"": 3, ""5"": 1, ""8"": 3}"
3,tabular-playground-series-may-2022,sibling_reweight_control,138,115,115,115,57,5,0.036231884057971016,0.0,"{""0"": 3, ""1"": 4, ""2"": 12, ""3"": 17, ""4"": 28, ""5"": 16, ""6"": 9, ""7"": 20, ""8"": 6}"
3,text-normalization-challenge-english-language,sibling_reweight_control,34,17,17,17,17,2,0.058823529411764705,0.0,"{""0"": 1, ""1"": 1, ""2"": 5, ""3"": 6, ""4"": 2, ""5"": 1, ""6"": 1}"
