role,task,run_id_sha256,parent_sha256,source_children,finite_children,source_identity_available,missing_identity_children,certified_invalid_children,unknown_source_children,published_direct_relations,status_direct_relations,execution_only_direct_relations,published_transitive_relations,status_transitive_relations,execution_only_transitive_relations,published_top_set_size,status_top_set_size,execution_only_top_set_size,published_winner_identified,status_winner_identified,execution_only_winner_identified,newly_identified_by_status,newly_identified_execution_only
frozen,text-normalization-challenge-english-language,f78d661566ad9a65d2c98ed58da1125ffbba98bdf19396752d3c56e839c0d76a,dbf70cd2a4c29b3af35065b3b4170ac3b2dc55944f518d0ecb530bd949f5c25c,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-english-language,f78d661566ad9a65d2c98ed58da1125ffbba98bdf19396752d3c56e839c0d76a,44b9bb27408413bb912d7a4e6de8c37e3c3baee505515e88fabc08a2ab430713,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-english-language,8b65ef3332553be513df159b845f6ecd77edd760cee0a38d4a582080a39acd1e,02d73ba8d2dae604f262977cf23711143ed452b06dd6a01b1e627e440feb87d6,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-english-language,8b65ef3332553be513df159b845f6ecd77edd760cee0a38d4a582080a39acd1e,e9e8bf8691eb55951469b2e91f2323af909140a4822a372b180bf1784e64e7c6,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-english-language,8b65ef3332553be513df159b845f6ecd77edd760cee0a38d4a582080a39acd1e,6edf055ba02477bdb050ddbf32a56282b539d8deb245216c8ba7c77db0c25e3c,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-english-language,8b65ef3332553be513df159b845f6ecd77edd760cee0a38d4a582080a39acd1e,8522a4727da9552cb596512d6168444ce4806856ade7c71a63eaa1aef83367f3,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-english-language,8b65ef3332553be513df159b845f6ecd77edd760cee0a38d4a582080a39acd1e,81e79c69f3aad18f9a3704d7b8f8c8fe10d0ff4c4baf6db268ec99a26a372758,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-english-language,8b65ef3332553be513df159b845f6ecd77edd760cee0a38d4a582080a39acd1e,118eff10e1c4996ebe7b7c76429cb5b25fb28d730302bd7dcf579924499d10df,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-english-language,8b65ef3332553be513df159b845f6ecd77edd760cee0a38d4a582080a39acd1e,5bbac18df58328014c1b7c9b9c0422b0b0e4a74fcfc30a427a1f0d8882724d91,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,f2f0bc8295ea39405433fecb87f5055d3c31813c382a904fb62f0f48b5c9f9a6,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,64e05e91ae42fa93d82aa7a6c90fe31c8aa196c7ca49b01d56a12e4490d5aec1,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,dc8230dc543ff8ef0e8b418cea1ed766d53540e16c1870fb4cf78333bbddc116,369173d3d3478262ba501432ed3ab184b753662da85fd78e577af41cc35730b2,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,f57abb54973339f1913a744aff8f9ffb4a8a43dfa22c9c739d0e4e95e18d68e9,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,27966d6574d962d5c706d9517bb127a4a3c76f80112a84029032334e26b888ac,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,ea63eb0eda6780198ff5f276026a1e06d0d562351eab985454e94995d9f13d46,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,1374a368f6c7556f5057fff0b8899a3fa24ad24ff6677f40c893467dd9c5a03c,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,0226cb81760eff45f4ad2ab6bd1ccecc5b4d41598744f384c4da1997691817a3,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,941b99c3197cd739f1cf5c722dda529ad43574adec0932ba645dcadbe054aecc,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,d9a634f2d1897add25b6ea3f2d65e67c2f071fbdfeabc2adc9bd6bd1d7bd41da,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,fa0b5cd658eb83db4c6576960a4b05a0c47f426072f3caf0204b399bde629420,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,2f502039e087d79ffcc5f5895d04c509e95ae5a2158f5e642860a494ef2d2736,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,92612e8f7bb525c9dc6ae5513606b649af4b960e9e7b6071c675cac5fbf32061,dd264f8244f933e4fec1c84e6162fff3927ac9b3d8eb8f90bbfb5904bd0d6cf6,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,dc8230dc543ff8ef0e8b418cea1ed766d53540e16c1870fb4cf78333bbddc116,eead59c4c30fc2e414f50bdba509b0d4ecb013121c3b265da31e5827e04ae777,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,text-normalization-challenge-russian-language,dc8230dc543ff8ef0e8b418cea1ed766d53540e16c1870fb4cf78333bbddc116,fecd72c0db8b2d242c2d08d01f5d1c6e30151aa9a0aaeb898264ad6c78f908a1,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,c28537b4c1a6be571f03be24538105c331f03055a1a6e43b71fe1ed292186f93,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,f745b1d0edcc96de45958e8673fb8481c74b69a497d991fed4b44250da3cafd7,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,9a4142a1a2f7ea095d9e1f0615f0b78a4a792e19dc11055c38ff59d701d899b4,94726d895f2dbf9e6e5d5efd93ac2f1192b0c435d5c31ab3bd21a8077f10d6f6,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,d94880f8e895878c86b4255d60fd3966485a2d13e91330a295ebe2945d2e36f4,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,b5d57ea6465b67e58cba4efc86711e971059efeca3d1f0b1ea46f93000822100,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,3bbd840181d1bb113d80e4511fad206d9fb04c31dd66f26d2c68dc10d654661d,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,17e8e6f96850958a230908761b74cc5b1c087ab26a129742c38f7c321dce2a82,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,2aba55fe95e314b62e871a5c2c2c1f3415266758741e967dee7ec328cfb7b6ab,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,8959f8041c9144b3b3b4c176603230693ae1a55aab6bb2a607f3130ca276cd1f,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,9dc48efdc747c9e45fc3581eb307e0ab7b5cebdb3d82f540a3d38b7562a4cbd6,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,9a4142a1a2f7ea095d9e1f0615f0b78a4a792e19dc11055c38ff59d701d899b4,173426343bfa00819ae3fad37f4e0d0e1ffcb87f65f9deb234ae075de53049a5,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,9a4142a1a2f7ea095d9e1f0615f0b78a4a792e19dc11055c38ff59d701d899b4,937259dd693e9be5ad05d58ae102e963ae1127822090d2bb17c1a5c9e5aebaac,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,ed20c2869de2340698a5f9baf361565bcc139d29bb08e09ade9937494b3c1827,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,ddd048b59daf5ff0f9cf20072f67cff7e2092ec808d02d301cfa11738d65787d,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,2c45bd837f92b1e95f92004dc20247e0a5cba7281d2636b6d59928664da27ef7,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,fae67bc2ef8ec07ae03b3f91768f7a60ec0a5de122c97df3ea479da07a0ac176,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,2dab96a93225bbe04107fdba3c32f18a9e0e236a07b8ef6d8c8edbe29cf7b26b,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,4ef5e974304bd5969279faef05c29530dee28e3cc1a54b2e6d9cb71f58694cf6,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,77fe8be27e27794ec849a32ebe1451c2a7bd9afe54c690ef49a4f0d4fd38392c,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,9a4142a1a2f7ea095d9e1f0615f0b78a4a792e19dc11055c38ff59d701d899b4,35a5cb48b7305435b15f9dc0a0fe97ceb5e30e2509512467a388a41e5cf2717c,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,fdc208be039d02a6a79f460ba4e735f853e74c164a2a97cb5fa98b7620bfad6c,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,97802b43f0b47f34c105cf7ddbe2a20c41e3feee28b226ed8cea60888f371e23,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,27d9ec612681f0564f42dc9db06d9e9051cd33f26014522d9b5030357ecf01e5,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,1c3c562dfaff61b744ade36b1311fa4b56b633c49a2070d8a2dda45b1c1bc4f4,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,9a4142a1a2f7ea095d9e1f0615f0b78a4a792e19dc11055c38ff59d701d899b4,b29c9748791f97e59cda5af55475c65413acf6a3a0da399a777f00a4f2ee5d7c,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,9a4142a1a2f7ea095d9e1f0615f0b78a4a792e19dc11055c38ff59d701d899b4,7a8667d21d5bf7a7a58157b230161cc2fb72479b1629c5e0bd258e2bebdcd3d6,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,71a0a99c128acf43f99ffe44d3c4e70c6a8b282a995ba211062c5631fb6b92a3,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,c4d1c49f3cf7cb15dc2af6660dcde599d6b09de2bba308e8796a276a4e7f4503,2fa7f0bee2b2c0c15322b9ec153b69d45a5d0b4d7cf102504b180faf5b48feb0,4,2,True,2,2,0,1,5,5,1,5,5,3,1,1,False,True,True,True,True
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,2450ce79cb167d458f4f6c7118fb41d4d0aee7876401fb6570fd9ff0369435ea,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,af4b53e5657af63f7438290b1508a785f8262bac17a20bef210c3f1ba410fbd3,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,328b925955eda4ad69b49eca90082cc83fbe67436ef89398fa9a0f564487c103,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,4ca994f4cc66259aeb7d5b7fee0b0be505f816c6a2ff005d5dd160cd824666f0,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,89b6e04c45bfe6bc4ba7e28f9cb521247489f67e43e4316caf7b1f0fa0d1c06a,dc267b061547ab59495720f39ce2ea1e975e9cfaad4395579def7e1dcbc93dcd,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,tweet-sentiment-extraction,9a4142a1a2f7ea095d9e1f0615f0b78a4a792e19dc11055c38ff59d701d899b4,2cf55a6e8c943d96cc664cfd1ddf2bac68e9c7682f146050a85012a9822ffe28,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,8223fab6b7f7c88c68edd8fb82d6c39c20e69351dfde208e1a026b3cf32ce94f,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,133f96fc02a5aa556ab41c82639cce4d6c01e27da4410ae34286797d33b651b2,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,58aec38a0321115fcec54ecc04fcf4f3ee756e8aa2b6bcc1dada772b42abc296,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,0723db84140e4c30ce8cfe66957d8f6259c84d3e44d60e950bf5f64895893569,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,2fea408a90cbc1d8cf30afd84797905342f88caf657f11e5298241fe4ec8def6,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,ec9b4766a8bf1fd29efc97c0efc8132587d6247c2a7db37f7a0c8881211822c1,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,21d9c3f4d5f6e614fcd9cb9f00864a28cb7517b59aec6fb73c39f453d4eea659,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,689879ac6128076de00c5523c390babdecfa68693a9844a5139d4360b7dca9a3,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,73105ea129a185c5280155b5f3861f080c22b194ad2fb859d21c0dd1dd223437,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,2ed2f52e353173939829e5f14f981c4ea1dd8cc9216b7d883cec54a19a513e19,f57c949b800d93a01695ae092986b9ff4a2e49192224a7218fd7bf2c1547b0ff,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,6db6dce22dc43b65ac7cafe2fad9c555ddba5ab7255c1f036eb15ce6a90b817a,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,ecd91043fb3b607484bf7f65dc893709c98febdff6329e008b596ab1fbeb9d68,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,6dd41d99a87e212c1efd83c2ad542aec96a207163803b9e5079662d18aad3ff8,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,7906b00334477eeae66b141979cf24593ebea9772bd8a3f4b7436e6ce0b876ed,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,7badaa24533bfce3a596f027fe4819d4ffc3cae09b5b7a4f3b96244d5b2a9e2c,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,e48f2377d9687576b5473b1c104e4ff3de604c96fe7381afa25a1b07d50cc304,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,419d53c6fdd58ce7ec30dfa91153384bece8db179c9789c54c922644d857213e,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,d69939902c1822ff66a799b141f103eb01e07f057b88168ff75e251f22101d77,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,3ec65f2ea594f7b6a47d77dcda8093dfe3f3099c271d41cd708bbbd0d20bbb77,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,us-patent-phrase-to-phrase-matching,cd74c9e2098c270545d29e728cedf1f1a6e37da5a39f7a45799764f489a2823e,f3fe635a53890a7ba5d6e1494d1da2b013d7aee57efec1de53682bb66599b244,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,c3a6d2f46dc110c211c5725496709064f660a06c7aea50075e116139eca03815,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,762954f726625460901b417c8504b2c608d7cb0211cbaf7f600106c99be14b7c,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,aad782963bf6cfffe7d8c0df88fbecac1c334f6a32b5da7b0e6df8c6e8625810,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,0ee28b146d68f2a8aa408bca37a3309d62934464fd33c5a2bf75f5a94e3a4f33,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,59309559244a975cb344b33966513c6d7f68e7e0c34957b2d1152ef3dbe4891f,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,229cf53592d6723d5d6b10389c9a9905528ddac16154ac7c3991abb6355789cb,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,e5d3898d8f0072117f521478df8d23aec1549ce05d108a6b4fd61f6d4af1e938,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,d6189d2a7c15c5a66734580c28af26467d43173d4c7b94dc05112925bb7c9b84,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,c2c3314a53f21671b14731b30dfe010805fd6c53e28c111a8f90256f55f3d1c1,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,7fbcc9334f22ea62c055f1d9fb7d6a82f76587c384d7905feff10fe9542d088d,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,884b3299930b0c483550a4ce873bd86554c0a013ed829415493c75fecee0b769,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,f6f143c2ad84960225aeb0def73ff22ece985f0fa4241ed3fafd925659329c71,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,68e913e2934fbc0090cb1a012f44f7b2a803425115fe21e6d4d5663c56d8f98c,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,c6ade2a1c33d868a0ffb28a72e5723d47a1acfbe7b250ced49919b9c6c4b4255,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,c3b6868058ad521dbee98bd02d6d77e6b1a3b3f8af20a1e0b69e06e225570bdf,73ab5c464004559748701db13615489b99aece2c5813606156ebe877c2240f81,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
frozen,whale-categorization-playground,2b2bafb74d7e7ae677c4f20f8fb4f82aad5c7006e9bf8a498c4fbaaee5b3e2f5,e6dc9d0f68cbe692e6d7dd9d3d21d4804b84b54f4661f6387ee0947077a6bdae,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
